oos_rank,is_sharpe_best,oos_sharpe_best
12,9.153214631105769,7.599948902373526
22,9.739380261443358,7.013475078005011
8,9.731245499647605,7.158394101398374
14,9.314209099526048,7.430978018242418
24,9.942814405631307,6.80605936252361
11,9.38232762647329,7.431919568738904
16,9.931180540786475,6.9163373593407185
24,9.548841648545102,7.140790194947177
23,9.378794032900087,7.379440678788438
4,9.526772001335607,7.336397737614027
5,9.562295067451055,7.337777955917392
24,9.163568421417551,7.47949182573361
21,9.703145991043245,7.045168809027336
7,9.133750496794837,7.6715078010152
2,9.165415007119028,7.686112206136242
4,8.77668237535655,7.991001458531703
23,9.338924784602764,7.3751277583966015
1,9.318349884537035,7.526564780389302
7,8.94574363496342,7.821125709316863
24,9.541262584738456,7.168789954282641
3,8.998069515026673,7.829039347059141
5,9.52604730439302,7.294657693963053
24,9.176760558467265,7.536608167018202
14,9.476234902968123,7.400321019443294
5,9.520171834095454,7.409317249892886
24,9.106234903645118,7.5505781024997685
14,9.623031073274875,7.173121004323796
4,9.670385817946899,7.248124040002559
14,9.248853843885716,7.50568258711247
24,9.821330665708128,6.940361695404552
6,9.30950126444753,7.511717334733804
12,9.865948830815881,7.005628953951192
1,9.43564852781602,7.376053336516796
1,9.269339210401517,7.593575681918064
3,8.874932840235466,7.89096392836196
23,9.45318839029804,7.26746513732668
4,8.938316936971137,7.884427940883477
4,9.473491173979632,7.360103898892243
20,9.08332747394357,7.6268167054674025
3,9.093686834734235,7.7275334539751155
24,9.636676864987242,7.080960165810057
24,9.28406487160748,7.420044026042557
12,9.3143387156707,7.513679162308041
6,10.641658281254482,6.298945817560536
17,11.053391748137773,6.055239902767637
11,10.59494249260003,6.379961034458272
10,10.751745545201295,6.205201848332343
20,10.804674264280687,6.15368701918049
18,10.336662106767289,6.4330905361753485
24,10.952501870099212,5.868729509014073
6,10.601126561702406,6.390647394681607
6,10.181448625767922,6.711969677718554
12,10.342726073717397,6.528040506450851
13,10.370642234384801,6.515315424199692
6,9.946417881115217,6.812354170094925
23,10.52508275493826,6.220394230017031
3,10.556093060390673,6.484256674764188
5,10.712293032042597,6.298202551939495
20,10.748846151638856,6.254517737591322
24,10.276152603376438,6.420346265759124
6,10.848960228649139,6.061612635311765
11,10.289244129492095,6.6180567846416745
16,10.327211805072505,6.592294036230443
15,9.882679466001964,6.865168234594002
22,10.440049303955414,6.328241206194862
