,gross_linear,gross_gp,net_linear,net_gp,kappa
2024-10-11,0.006559297586080685,0.006302379030759595,0.004559297586080685,0.004302379030759595,0.9608313920889501
2024-10-15,-0.005250380493128079,-0.005042069244349582,-0.007250380493128079,-0.007042069244349582,0.9603245423734249
2024-10-16,0.007244495141112487,0.006944436296665317,0.005244495141112487,0.004944436296665317,0.9585811242050067
2024-10-17,0.0076649899387712835,0.007351902543158223,0.005664989938771283,0.005351902543158223,0.9591535803550905
2024-10-18,0.0037330753806797262,0.0035847114113698227,0.0017330753806797262,0.0015847114113698227,0.960256905049989
2024-10-21,0.0002305482690821535,0.0002217552700635617,-0.0017694517309178467,-0.0017782447299364383,0.9618604856432041
2024-10-22,0.0006499123381669579,0.000623815010879158,-0.0013500876618330422,-0.001376184989120842,0.959844850212558
2024-10-23,-0.0049969341684053415,-0.0048021385738705145,-0.0069969341684053415,-0.006802138573870515,0.9610169780169446
2024-10-24,-0.00027194162075164756,-0.00026135341461922294,-0.0022719416207516475,-0.002261353414619223,0.9610644148433041
2024-10-25,0.015844729090313467,0.0152452607735508,0.013844729090313467,0.0132452607735508,0.9621660734402111
2024-10-28,0.013846165059548535,0.013315916764570678,0.011846165059548535,0.011315916764570678,0.9617043208211512
2024-10-29,0.004453302427881515,0.004287555648101495,0.002453302427881515,0.0022875556481014954,0.9627811534329439
2024-10-30,-0.006490925090648649,-0.006241618900911281,-0.008490925090648648,-0.008241618900911282,0.9615915780484758
2024-10-31,0.003744455851537782,0.0036042466688662837,0.001744455851537782,0.0016042466688662837,0.9625555252270055
2024-11-01,-0.008593515073473331,-0.008248018762535211,-0.010593515073473331,-0.010248018762535211,0.959795693847724
2024-11-05,0.002246037527751042,0.0021577004350333663,0.0002460375277510418,0.0001577004350333663,0.9606698055458905
2024-11-06,-0.008361812598488755,-0.008016966272941805,-0.010361812598488755,-0.010016966272941805,0.9587593812363993
2024-11-07,-0.0015022854461446506,-0.0014247639556818396,-0.0035022854461446507,-0.0034247639556818396,0.9483976293175469
2024-11-08,0.015744653042749322,0.014967397652688038,0.013744653042749322,0.012967397652688038,0.9506336920889328
2024-11-11,0.0061084500402678,0.0058103326465272255,0.0041084500402678,0.0038103326465272255,0.9511959021068614
2024-11-12,0.0029304116194559617,0.0027961006923849126,0.0009304116194559617,0.0007961006923849125,0.9541665320396235
2024-11-13,-0.013211822349635572,-0.01260791480322062,-0.015211822349635572,-0.01460791480322062,0.9542903673366748
2024-11-14,-0.008885567517527814,-0.00850187528037745,-0.010885567517527815,-0.01050187528037745,0.9568184883640256
2024-11-15,0.0003857590847235015,0.00036868768614809974,-0.0016142409152764985,-0.0016313123138519004,0.9557459584195219
2024-11-18,0.0011050648402624213,0.0010527608498325357,-0.0008949351597375788,-0.0009472391501674643,0.9526688493523464
2024-11-19,0.0031644344118959555,0.0030212170137551312,0.0011644344118959555,0.0010212170137551312,0.9547415495159475
2024-11-20,-0.00019804409375775794,-0.00018957658356668922,-0.002198044093757758,-0.0021895765835666893,0.9572443185231972
2024-11-21,-0.005482161212047695,-0.005257906351273361,-0.007482161212047695,-0.007257906351273361,0.9590937128442147
2024-11-22,-0.0034716043626838544,-0.0033254420227731892,-0.005471604362683855,-0.005325442022773189,0.9578977542827867
2024-11-25,0.00851654570719494,0.008169605043200818,0.00651654570719494,0.006169605043200818,0.9592627485459251
2024-11-26,0.010298975677348447,0.009890069849386882,0.008298975677348447,0.007890069849386882,0.9602964565824823
2024-11-27,0.008745081734146298,0.008404887147952539,0.006745081734146298,0.006404887147952539,0.9610987528149193
2024-11-28,0.006792673268909529,0.0065371408427098735,0.004792673268909529,0.0045371408427098735,0.9623811692269608
2024-12-02,0.0016336049710621212,0.0015744990105752976,-0.00036639502893787883,-0.0004255009894247024,0.9638186945229518
2024-12-03,0.015153361155497539,0.014597575439082276,0.013153361155497539,0.012597575439082275,0.963322611352556
2024-12-04,0.0015336209017695413,0.0014779458463407894,-0.00046637909823045876,-0.0005220541536592107,0.9636969896768409
2024-12-05,0.009064431207583054,0.008735266860274992,0.007064431207583054,0.006735266860274992,0.9636861552843281
2024-12-06,-0.0009721704148827378,-0.0009376502366881057,-0.002972170414882738,-0.0029376502366881057,0.964491638846265
2024-12-09,0.0021302763746459618,0.0020556570945693,0.00013027637464596174,5.565709456930006e-05,0.9649720191404446
2024-12-10,0.00010520007959286348,0.00010121609694915763,-0.0018947999204071365,-0.0018987839030508425,0.9621294712026406
2024-12-11,0.006450724291266375,0.0062095181044172975,0.004450724291266375,0.0042095181044172975,0.962607890841708
2024-12-12,0.005548585685804347,0.005345439593539607,0.0035485856858043473,0.0033454395935396068,0.9633877705476415
2024-12-13,0.01213327338090121,0.011692756797793715,0.01013327338090121,0.009692756797793715,0.9636935088101694
2024-12-16,0.010122183083809827,0.009768967366294755,0.008122183083809827,0.007768967366294755,0.9651047887011615
2024-12-17,0.001123861353839607,0.0010841169128896488,-0.000876138646160393,-0.0009158830871103512,0.9646358148946306
2024-12-18,-0.001731113625805378,-0.00166781619423969,-0.0037311136258053783,-0.0036678161942396903,0.9634354264086853
2024-12-19,0.009652779800503141,0.009037726752863557,0.007652779800503141,0.007037726752863557,0.9362822875533195
2024-12-20,-0.019635657300829872,-0.018476889237695835,-0.02163565730082987,-0.020476889237695833,0.9409865406906921
2024-12-23,-0.0011633805115459361,-0.0010940458651127472,-0.003163380511545936,-0.003094045865112747,0.9404024343324664
2024-12-24,-0.008591790749694822,-0.008113685676873518,-0.010591790749694822,-0.010113685676873518,0.9443532685152641
2024-12-25,0.014073497011500782,0.013308929039526532,0.012073497011500782,0.011308929039526532,0.9456732060731282
2024-12-27,0.0017843884713525642,0.0016943017659772535,-0.00021561152864743582,-0.0003056982340227466,0.9495139613253466
2024-12-30,0.001898735657208989,0.00180514114028324,-0.00010126434279101107,-0.00019485885971676003,0.9507069261745861
2025-01-06,0.005890313707546639,0.005599621566630111,0.0038903137075466387,0.003599621566630111,0.950649124079063
2025-01-07,0.011734371951333691,0.011144369032140382,0.009734371951333691,0.009144369032140382,0.94972011100038
2025-01-08,0.0029462712063906688,0.0028016214090099954,0.0009462712063906687,0.0008016214090099953,0.9509041132849828
2025-01-09,-0.0072108480966431195,-0.006878261405953658,-0.00921084809664312,-0.008878261405953658,0.9538768968321091
2025-01-14,0.012385395981380073,0.011792616959995714,0.010385395981380073,0.009792616959995714,0.9521388720816412
2025-01-15,0.008113103118449205,0.007700183578550042,0.006113103118449205,0.005700183578550042,0.9491046109151279
2025-01-16,-0.007655079691522303,-0.007265104774851991,-0.009655079691522303,-0.009265104774851991,0.949056713661362
2025-01-17,0.007275377847139108,0.006909372993836477,0.005275377847139108,0.004909372993836477,0.9496926673785672
2025-01-20,0.005974243590409922,0.005689471437392789,0.003974243590409922,0.0036894714373927892,0.9523333542217362
2025-01-22,-0.000740274205897729,-0.0007052599881213015,-0.002740274205897729,-0.0027052599881213016,0.9527010160593598
2025-01-23,0.006612950673283987,0.006307180537293136,0.004612950673283987,0.004307180537293136,0.9537619209491235
2025-01-24,0.007441177677363582,0.0071128267982350744,0.005441177677363582,0.005112826798235074,0.9558738020559077
2025-01-27,0.018237137606566638,0.01746927003157227,0.016237137606566636,0.015469270031572271,0.9578953895309822
2025-01-28,0.015997231495278937,0.015310526044607808,0.013997231495278937,0.013310526044607808,0.9570734816912672
2025-01-29,0.011770506933134237,0.011270209886911142,0.009770506933134237,0.009270209886911141,0.9574957094825925
2025-01-30,0.004636036894099708,0.004450642868801934,0.002636036894099708,0.0024506428688019343,0.9600102351355906
2025-01-31,0.002252223991545919,0.0021615342179135363,0.0002522239915459189,0.00016153421791353624,0.9597332352497792
2025-02-03,0.003871350751268926,0.003719391667095977,0.001871350751268926,0.0017193916670959768,0.9607477870293363
2025-02-04,0.007649991701991338,0.007356422080526144,0.005649991701991338,0.005356422080526144,0.9616248444571808
2025-02-05,0.004572861142681361,0.004401239102925508,0.0025728611426813607,0.002401239102925508,0.9624694399412226
2025-02-06,0.00041593732540370877,0.00040072524106625365,-0.0015840626745962914,-0.0015992747589337465,0.9634269794789622
